method,category,image_id,real_image,generated_image,psnr,ssim,lpips
classical_static_cfg,airplane,0,real_0.png,static_cfg_0.png,10.286397656609873,0.01975713,0.5574271082878113
classical_static_cfg,airplane,1,real_1.png,static_cfg_1.png,9.961227495143522,0.01776841,0.4408555030822754
classical_static_cfg,airplane,2,real_10.png,static_cfg_2.png,8.479913604993781,0.03466397,0.3920995593070984
classical_static_cfg,airplane,3,real_11.png,static_cfg_3.png,8.739954410486234,-0.0064359624,0.3806300163269043
classical_static_cfg,airplane,4,real_12.png,static_cfg_4.png,10.904221859457763,0.011151808,0.46386128664016724
classical_static_cfg,airplane,5,real_13.png,static_cfg_5.png,9.166644048641569,0.020666253,0.44217026233673096
classical_static_cfg,airplane,6,real_14.png,static_cfg_6.png,9.347822147297933,-0.028753854,0.3688029944896698
classical_static_cfg,airplane,7,real_15.png,static_cfg_7.png,10.141913665791865,3.1464268e-05,0.5038490295410156
classical_static_cfg,airplane,8,real_2.png,static_cfg_8.png,11.78248762582731,0.02784489,0.42107081413269043
classical_static_cfg,airplane,9,real_3.png,static_cfg_9.png,9.404986211598747,0.018774116,0.3840413987636566
classical_static_cfg,airplane,10,real_4.png,static_cfg_10.png,9.661908708088019,0.014867743,0.49402815103530884
classical_static_cfg,airplane,11,real_5.png,static_cfg_11.png,9.380037623336777,-0.002159601,0.4866062104701996
classical_static_cfg,airplane,12,real_6.png,static_cfg_12.png,11.227821136450206,0.021542525,0.31715840101242065
classical_static_cfg,airplane,13,real_7.png,static_cfg_13.png,10.749804223069031,0.01971631,0.35927191376686096
classical_static_cfg,airplane,14,real_8.png,static_cfg_14.png,8.726613604142376,0.017624341,0.4970545172691345
classical_static_cfg,airplane,15,real_9.png,static_cfg_15.png,6.574078346253859,0.018255355,0.47789275646209717
classical_heuristic,airplane,0,real_0.png,heuristic_0.png,10.5471953140651,0.013471941,0.5965718626976013
classical_heuristic,airplane,1,real_1.png,heuristic_1.png,10.414984049622342,0.043142784,0.4386681914329529
classical_heuristic,airplane,2,real_10.png,heuristic_2.png,8.701899512473288,0.032687467,0.43588292598724365
classical_heuristic,airplane,3,real_11.png,heuristic_3.png,9.074509679140782,0.025059892,0.3814557194709778
classical_heuristic,airplane,4,real_12.png,heuristic_4.png,11.15585872200648,0.016357198,0.5360110998153687
classical_heuristic,airplane,5,real_13.png,heuristic_5.png,9.204470819863284,0.0029278153,0.390677273273468
classical_heuristic,airplane,6,real_14.png,heuristic_6.png,9.79104080799736,0.029953197,0.40284571051597595
classical_heuristic,airplane,7,real_15.png,heuristic_7.png,10.304948412079966,0.002080623,0.4858034551143646
classical_heuristic,airplane,8,real_2.png,heuristic_8.png,11.7218264483244,-0.0007327292,0.40254896879196167
classical_heuristic,airplane,9,real_3.png,heuristic_9.png,9.382233299003977,-0.00042749615,0.3712647557258606
